Timestamp,Full Name,Email Address,City/Location,Brands heard of,Brands used,Asian Paints Rating,Berger Paints Rating,Birla Paints Rating,Nippon Paints Rating,Important factors,Preferred brand,Reason for preference,Would recommend,Feedback/Suggestions
2025-02-07 09:00:57,Vivaan Gupta,mohandayamai@example.net,Bengaluru,"Asian Paints, Nippon Paints, Berger Paints, Other: Kansai Nerolac",None,2.0,3.0,,4.0,"Customer Support, Color Variety, Durability, Brand Reputation",,,,
2025-04-09 15:25:41,Krish Swamy,harini53@example.net,Bengaluru,"Birla Paints, Asian Paints, Nippon Paints","Birla Paints, Nippon Paints, Asian Paints",4.0,,3.0,4.0,"Customer Support, Durability, Eco-friendliness, Price, Brand Reputation",Asian Paints,"Trusted brand reputation, Good quality (4 rating), Eco-friendly options",Yes,More eco-friendly products
2025-04-06 16:14:11,Dev Om,krishna13@example.com,Bengaluru,"Berger Paints, Birla Paints, Asian Paints, Nippon Paints","Asian Paints, Nippon Paints",3.0,2.0,3.0,3.0,"Price, Eco-friendliness, Durability, Brand Reputation",Asian Paints,"Wide color selection, Trusted brand reputation, Value for money",Maybe,
2025-04-05 23:48:20,Lekha Kapur,chandrakala@example.net,Bengaluru,"Asian Paints, Nippon Paints, Birla Paints",Nippon Paints,3.0,,2.0,4.0,"Durability, Color Variety, Brand Reputation",Nippon Paints,Value for money,Yes,
2025-04-10 08:41:40,Vedika Rajagopal,dhawananika@example.net,Bengaluru,"Asian Paints, Nippon Paints, Birla Paints","Nippon Paints, Birla Paints",3.0,,3.0,4.0,"Brand Reputation, Price, Availability, Durability, Eco-friendliness",Nippon Paints,"Easy availability in Bengaluru, Good customer service",Yes,
2025-04-01 10:01:56,Radha Modi,owagle@example.org,Bengaluru,"Berger Paints, Nippon Paints, Birla Paints, Asian Paints","Asian Paints, Nippon Paints, Berger Paints",3.0,4.0,1.0,4.0,"Eco-friendliness, Price, Brand Reputation, Customer Support, Durability",Berger Paints,"Long-lasting durability, Value for money",Yes,
2025-04-04 01:22:54,Yadavi Swamy,mohini89@example.net,Bengaluru,"Berger Paints, Nippon Paints","Nippon Paints, Berger Paints",,5.0,,3.0,"Availability, Durability, Price, Customer Support, Eco-friendliness",Berger Paints,"Easy availability in Bengaluru, Wide color selection",Yes,
2025-04-26 08:52:17,Anusha Mohan,harsh50@example.net,Bengaluru,"Birla Paints, Berger Paints","Birla Paints, Berger Paints",,3.0,4.0,,"Price, Availability, Brand Reputation, Durability",Birla Paints,Eco-friendly options,Yes,
2025-02-07 17:08:52,Sanaya Mammen,yochanaborde@example.org,Bengaluru,"Nippon Paints, Asian Paints, Berger Paints, Birla Paints",Nippon Paints,3.0,3.0,3.0,4.0,"Durability, Color Variety, Eco-friendliness, Brand Reputation, Price",Nippon Paints,"Easy availability in Bengaluru, Good quality (4 rating)",Yes,More durable finishes for monsoon season
2025-03-03 20:24:59,Anmol Rau,parsaishaan@example.com,Bengaluru,"Berger Paints, Birla Paints, Nippon Paints, Asian Paints",None,3.0,3.0,2.0,3.0,"Color Variety, Customer Support, Brand Reputation, Availability",,,,
2025-03-10 04:55:33,Unni Manne,daminikaul@example.net,Bengaluru,"Nippon Paints, Berger Paints, Asian Paints","Asian Paints, Berger Paints, Nippon Paints",5.0,3.0,,3.0,"Customer Support, Availability, Brand Reputation, Price, Color Variety",Asian Paints,"Long-lasting durability, Trusted brand reputation, Eco-friendly options",Yes,
2025-02-06 03:06:00,Guneet Raghavan,tkeer@example.org,Bengaluru,"Birla Paints, Asian Paints, Nippon Paints, Berger Paints","Birla Paints, Nippon Paints",3.0,2.0,2.0,4.0,"Color Variety, Availability, Price, Durability",Birla Paints,"Trusted brand reputation, Eco-friendly options, Value for money",No,More eco-friendly products
2025-04-27 23:02:03,Anay Sahota,fcheema@example.com,Bengaluru,"Nippon Paints, Birla Paints","Nippon Paints, Birla Paints",,,3.0,3.0,"Brand Reputation, Eco-friendliness, Availability",Nippon Paints,"Good quality (3 rating), Long-lasting durability",Maybe,
2025-04-07 14:46:27,Bhavani Sama,bimala58@example.net,Bengaluru,"Asian Paints, Birla Paints, Berger Paints, Nippon Paints","Nippon Paints, Berger Paints, Birla Paints",3.0,4.0,4.0,3.0,"Brand Reputation, Durability, Eco-friendliness",Berger Paints,"Long-lasting durability, Value for money, Good customer service",Yes,
2025-04-04 21:44:28,Qarin Parsa,hdhawan@example.com,Bengaluru,"Nippon Paints, Birla Paints, Berger Paints, Asian Paints",Nippon Paints,3.0,2.0,3.0,4.0,"Price, Availability, Durability, Customer Support, Brand Reputation",Nippon Paints,"Wide color selection, Eco-friendly options, Good customer service",Yes,
2025-03-10 20:03:49,Kai Kala,atwalyochana@example.org,Bengaluru,"Birla Paints, Berger Paints","Birla Paints, Berger Paints",,3.0,4.0,,"Price, Color Variety, Durability, Availability",Birla Paints,Eco-friendly options,Yes,
2025-04-11 22:54:27,Saumya Nanda,rattanqadim@example.net,Bengaluru,"Birla Paints, Berger Paints, Nippon Paints, Asian Paints","Berger Paints, Birla Paints",2.0,4.0,4.0,4.0,"Price, Customer Support, Eco-friendliness, Brand Reputation",Berger Paints,"Eco-friendly options, Long-lasting durability, Wide color selection",Yes,
2025-03-08 07:28:35,Gabriel Dhawan,maharajvritti@example.net,Bengaluru,"Berger Paints, Birla Paints, Nippon Paints, Other: Shalimar Paints","Birla Paints, Berger Paints, Nippon Paints",,3.0,3.0,3.0,"Brand Reputation, Durability, Color Variety, Customer Support, Eco-friendliness",Berger Paints,"Long-lasting durability, Value for money, Good quality (3 rating)",Maybe,
2025-04-05 05:40:17,Charles Sen,ivora@example.net,Bengaluru,"Birla Paints, Nippon Paints, Asian Paints",Birla Paints,2.0,,4.0,1.0,"Price, Eco-friendliness, Availability, Brand Reputation",Birla Paints,"Wide color selection, Value for money, Good customer service",Yes,Better availability in Bengaluru suburbs
2025-03-28 11:23:35,Aarnav Pall,sanayakannan@example.org,Bengaluru,"Birla Paints, Asian Paints, Nippon Paints, Berger Paints",Berger Paints,2.0,3.0,3.0,4.0,"Eco-friendliness, Price, Color Variety, Customer Support",Berger Paints,"Wide color selection, Good quality (3 rating), Good customer service",Maybe,
2025-04-08 01:55:03,Chaitaly D’Alia,tanaysachdeva@example.com,Bengaluru,"Asian Paints, Nippon Paints",Asian Paints,3.0,,,2.0,"Customer Support, Color Variety, Brand Reputation, Durability",Asian Paints,Easy availability in Bengaluru,Maybe,Lower prices
2025-02-16 08:09:51,Anita Dua,teerthchandran@example.org,Bengaluru,"Nippon Paints, Berger Paints, Birla Paints",Nippon Paints,,3.0,3.0,3.0,"Availability, Eco-friendliness, Customer Support, Price, Durability",Nippon Paints,"Good quality (3 rating), Wide color selection",Maybe,
2025-04-22 10:54:27,Nitara Ramakrishnan,dayita26@example.com,Bengaluru,"Asian Paints, Nippon Paints, Birla Paints",Asian Paints,4.0,,3.0,3.0,"Price, Brand Reputation, Customer Support, Color Variety",Asian Paints,Long-lasting durability,Yes,More durable finishes for monsoon season (specifically for Asian Paints)
2025-02-10 00:16:00,Tara Jhaveri,aadhya71@example.org,Bengaluru,"Birla Paints, Berger Paints, Nippon Paints",Berger Paints,,4.0,3.0,1.0,"Brand Reputation, Eco-friendliness, Color Variety",Berger Paints,"Value for money, Wide color selection, Easy availability in Bengaluru",Yes,
2025-02-12 15:52:51,Falan Savant,yochana57@example.net,Bengaluru,"Nippon Paints, Berger Paints, Birla Paints","Birla Paints, Nippon Paints",,3.0,3.0,2.0,"Durability, Customer Support, Brand Reputation, Color Variety, Availability",Birla Paints,"Long-lasting durability, Good quality (3 rating)",Maybe,
2025-03-04 08:16:39,Kashish Zacharia,yahvikibe@example.com,Bengaluru,"Nippon Paints, Berger Paints, Birla Paints","Berger Paints, Nippon Paints",,4.0,4.0,3.0,"Brand Reputation, Price, Customer Support, Color Variety",Berger Paints,"Wide color selection, Good quality (4 rating)",Yes,
2025-02-21 22:30:14,Triya Shenoy,krishnayogi@example.net,Bengaluru,"Birla Paints, Asian Paints",Birla Paints,3.0,,5.0,,"Color Variety, Availability, Brand Reputation, Eco-friendliness",Birla Paints,"Wide color selection, Value for money",Yes,
2025-02-18 06:03:21,Manthan Ghose,naksh09@example.com,Bengaluru,"Nippon Paints, Berger Paints, Birla Paints, Other: Dulux","Nippon Paints, Berger Paints",,5.0,4.0,4.0,"Price, Customer Support, Durability, Brand Reputation",Berger Paints,"Easy availability in Bengaluru, Wide color selection, Value for money",Yes,Improve color options
2025-03-01 16:27:06,Urishilla Mohanty,talwarchaitaly@example.com,Bengaluru,"Asian Paints, Berger Paints, Birla Paints, Nippon Paints","Asian Paints, Berger Paints, Nippon Paints",4.0,2.0,2.0,3.0,"Durability, Price, Customer Support",Asian Paints,"Eco-friendly options, Easy availability in Bengaluru",Yes,
2025-02-25 09:52:17,Girindra Sarna,aggarwalrishi@example.net,Bengaluru,"Birla Paints, Berger Paints","Berger Paints, Birla Paints",,5.0,3.0,,"Availability, Price, Eco-friendliness, Brand Reputation",Berger Paints,Long-lasting durability,Yes,Faster drying time for humid Bengaluru climate
2025-03-21 07:16:39,Veer Patel,mohini85@example.com,Bengaluru,"Nippon Paints, Asian Paints, Birla Paints, Berger Paints, Other: Kansai Nerolac","Nippon Paints, Birla Paints, Berger Paints",3.0,4.0,4.0,5.0,"Customer Support, Price, Eco-friendliness, Availability",Berger Paints,"Eco-friendly options, Trusted brand reputation",Yes,
2025-03-13 08:16:08,Leena Menon,kashish34@example.org,Bengaluru,"Birla Paints, Nippon Paints, Asian Paints",Birla Paints,2.0,,4.0,2.0,"Customer Support, Brand Reputation, Availability, Durability",Birla Paints,"Wide color selection, Value for money, Easy availability in Bengaluru",Yes,More durable finishes for monsoon season
2025-03-17 21:18:38,Anvi Wadhwa,gvaidya@example.com,Bengaluru,"Birla Paints, Nippon Paints, Berger Paints","Berger Paints, Birla Paints",,2.0,3.0,2.0,"Availability, Brand Reputation, Eco-friendliness, Price",Birla Paints,"Good quality (3 rating), Wide color selection",Maybe,More eco-friendly products
2025-02-03 19:18:50,Kashvi Gola,vartyamol@example.org,Bengaluru,"Berger Paints, Nippon Paints, Asian Paints","Asian Paints, Nippon Paints, Berger Paints",3.0,3.0,,2.0,"Durability, Eco-friendliness, Brand Reputation, Price, Customer Support",Asian Paints,"Easy availability in Bengaluru, Good customer service",Maybe,
2025-04-15 20:34:27,Balvan Wable,shaabhiram@example.net,Bengaluru,"Berger Paints, Nippon Paints, Asian Paints, Birla Paints","Berger Paints, Birla Paints",2.0,2.0,4.0,3.0,"Price, Eco-friendliness, Customer Support, Brand Reputation",Birla Paints,"Long-lasting durability, Trusted brand reputation",Yes,"Nothing, satisfied with current products"
2025-03-19 11:16:50,Anya Kaul,obhattacharyya@example.org,Bengaluru,"Asian Paints, Birla Paints, Nippon Paints","Nippon Paints, Birla Paints",1.0,,3.0,3.0,"Color Variety, Price, Durability, Customer Support, Brand Reputation",Birla Paints,"Easy availability in Bengaluru, Eco-friendly options, Good customer service",Maybe,More eco-friendly products
2025-03-09 07:53:06,Reva Naik,mpatil@example.net,Bengaluru,"Birla Paints, Nippon Paints, Berger Paints, Asian Paints, Other: Dulux",Nippon Paints,3.0,4.0,1.0,4.0,"Price, Customer Support, Availability",Nippon Paints,Wide color selection,Yes,Better marketing to explain product differences
2025-02-28 21:26:09,Fitan Ahluwalia,gavindeshpande@example.com,Bengaluru,"Nippon Paints, Berger Paints, Asian Paints","Berger Paints, Asian Paints, Nippon Paints",3.0,4.0,,4.0,"Customer Support, Brand Reputation, Color Variety",Berger Paints,"Value for money, Eco-friendly options, Good quality (4 rating)",Yes,"Nothing, satisfied with current products"
2025-02-02 11:16:56,Bhanumati Chana,nehaparmar@example.com,Bengaluru,"Nippon Paints, Birla Paints, Berger Paints, Asian Paints, Other: Dulux","Asian Paints, Nippon Paints",3.0,2.0,2.0,4.0,"Eco-friendliness, Durability, Customer Support",Nippon Paints,Value for money,Yes,
2025-02-10 06:49:00,Kamya Ganesh,bachittar33@example.net,Bengaluru,"Asian Paints, Birla Paints",Birla Paints,3.0,,5.0,,"Durability, Price, Eco-friendliness",Birla Paints,Long-lasting durability,Yes,
2025-04-22 10:06:14,Brijesh Mital,wgarg@example.net,Bengaluru,"Asian Paints, Berger Paints","Berger Paints, Asian Paints",3.0,3.0,,,"Durability, Color Variety, Eco-friendliness, Customer Support, Price",Berger Paints,"Eco-friendly options, Value for money, Trusted brand reputation",Maybe,
2025-03-03 18:30:42,Yashodhara Sant,frederickradhakrishnan@example.com,Bengaluru,"Nippon Paints, Asian Paints, Berger Paints, Birla Paints, Other: Shalimar Paints","Asian Paints, Birla Paints, Berger Paints",2.0,2.0,2.0,3.0,"Brand Reputation, Availability, Durability",Asian Paints,"Wide color selection, Trusted brand reputation, Good customer service",No,
2025-03-10 14:23:40,Vedhika Goyal,zinal71@example.com,Bengaluru,"Nippon Paints, Birla Paints, Asian Paints","Birla Paints, Asian Paints",4.0,,2.0,3.0,"Color Variety, Brand Reputation, Price, Customer Support",Asian Paints,"Trusted brand reputation, Value for money",Yes,
2025-02-23 07:52:31,Imaran Subramanian,shahyug@example.net,Bengaluru,"Birla Paints, Asian Paints, Nippon Paints","Nippon Paints, Birla Paints",2.0,,4.0,5.0,"Color Variety, Availability, Eco-friendliness, Brand Reputation, Durability",Nippon Paints,Value for money,Yes,Improve color options
2025-03-11 13:50:05,Megha Kapur,hvaidya@example.com,Bengaluru,"Asian Paints, Nippon Paints, Berger Paints, Birla Paints, Other: Kansai Nerolac",Asian Paints,4.0,2.0,2.0,1.0,"Brand Reputation, Color Variety, Eco-friendliness, Customer Support",Asian Paints,Good customer service,Yes,
2025-04-24 23:05:45,Saanvi Raghavan,sjhaveri@example.com,Bengaluru,"Birla Paints, Asian Paints, Other: Kansai Nerolac","Asian Paints, Birla Paints",3.0,,3.0,,"Color Variety, Customer Support, Availability",Asian Paints,"Easy availability in Bengaluru, Eco-friendly options, Long-lasting durability",Maybe,
2025-04-21 20:48:36,Upkaar Patla,yutikakannan@example.com,Bengaluru,"Berger Paints, Nippon Paints, Other: Indigo Paints","Berger Paints, Nippon Paints",,3.0,,3.0,"Eco-friendliness, Durability, Availability, Brand Reputation, Customer Support",Berger Paints,"Wide color selection, Trusted brand reputation",Maybe,
2025-04-16 10:09:55,Geetika Sawhney,nagytamanna@example.org,Bengaluru,"Birla Paints, Nippon Paints, Berger Paints, Asian Paints","Asian Paints, Birla Paints",4.0,2.0,3.0,3.0,"Price, Durability, Customer Support, Brand Reputation, Color Variety",Asian Paints,"Eco-friendly options, Wide color selection, Value for money",Yes,
2025-02-11 22:31:12,Chatresh Bera,kohliaryan@example.org,Bengaluru,"Birla Paints, Asian Paints, Berger Paints, Nippon Paints",None,3.0,2.0,4.0,2.0,"Durability, Price, Eco-friendliness, Availability, Brand Reputation",,,,
2025-04-23 16:28:23,Praneel Gara,omya42@example.com,Bengaluru,"Asian Paints, Berger Paints, Nippon Paints, Birla Paints",Asian Paints,4.0,3.0,3.0,3.0,"Availability, Eco-friendliness, Customer Support, Price, Color Variety",Asian Paints,Trusted brand reputation,Yes,Better availability in Bengaluru suburbs
2025-03-31 23:08:35,Rayaan Mangat,lbalan@example.com,Bengaluru,"Asian Paints, Berger Paints, Nippon Paints, Other: Dulux",Nippon Paints,3.0,2.0,,4.0,"Brand Reputation, Customer Support, Price",Nippon Paints,"Trusted brand reputation, Good customer service, Good quality (4 rating)",Yes,
2025-02-13 01:20:40,Aayush Pingle,janiaarnav@example.net,Bengaluru,"Nippon Paints, Berger Paints, Asian Paints","Berger Paints, Asian Paints, Nippon Paints",3.0,4.0,,3.0,"Brand Reputation, Eco-friendliness, Price, Customer Support",Berger Paints,"Good customer service, Wide color selection, Value for money",Yes,
2025-02-28 19:05:37,Luke Khurana,jagat27@example.net,Bengaluru,"Berger Paints, Nippon Paints, Birla Paints, Asian Paints","Asian Paints, Nippon Paints, Birla Paints",3.0,2.0,2.0,3.0,"Durability, Eco-friendliness, Price, Customer Support",Asian Paints,"Long-lasting durability, Good quality (3 rating)",Maybe,Lower prices
2025-02-23 13:34:21,Vedhika Vala,avi87@example.com,Bengaluru,"Birla Paints, Asian Paints","Birla Paints, Asian Paints",4.0,,4.0,,"Durability, Eco-friendliness, Customer Support",Asian Paints,Eco-friendly options,Yes,
2025-04-24 04:52:43,Lakshit Gill,wprabhu@example.net,Bengaluru,"Berger Paints, Nippon Paints, Birla Paints, Asian Paints, Other: Jotun","Birla Paints, Nippon Paints, Berger Paints",2.0,5.0,3.0,4.0,"Customer Support, Eco-friendliness, Color Variety, Durability",Berger Paints,"Trusted brand reputation, Good customer service, Easy availability in Bengaluru",Yes,
2025-03-07 00:00:56,Rudra Sharma,bahadurjit20@example.com,Bengaluru,"Birla Paints, Asian Paints","Asian Paints, Birla Paints",4.0,,3.0,,"Price, Eco-friendliness, Brand Reputation",Asian Paints,"Wide color selection, Good customer service, Eco-friendly options",Yes,
2025-03-15 05:58:03,Zashil Sampath,naidusuhani@example.net,Bengaluru,"Berger Paints, Asian Paints","Asian Paints, Berger Paints",5.0,3.0,,,"Availability, Color Variety, Price",Asian Paints,"Wide color selection, Good customer service, Long-lasting durability",Yes,
2025-03-26 02:48:47,Tamanna Mallick,ymander@example.com,Bengaluru,"Berger Paints, Nippon Paints, Other: Shalimar Paints",Berger Paints,,4.0,,3.0,"Durability, Customer Support, Color Variety, Brand Reputation",Berger Paints,Easy availability in Bengaluru,Yes,
2025-03-18 07:54:37,Sai Sheth,maanavsekhon@example.net,Bengaluru,"Asian Paints, Birla Paints, Other: Dulux",Asian Paints,3.0,,4.0,,"Customer Support, Durability, Availability, Price",Asian Paints,"Trusted brand reputation, Wide color selection, Easy availability in Bengaluru",Maybe,
2025-02-20 12:54:34,Azad Comar,reva71@example.net,Bengaluru,"Birla Paints, Berger Paints, Asian Paints","Berger Paints, Birla Paints, Asian Paints",3.0,4.0,4.0,,"Customer Support, Availability, Color Variety",Berger Paints,"Good customer service, Good quality (4 rating)",Yes,
2025-04-05 02:04:45,Orinder Sibal,ayaanratti@example.net,Bengaluru,"Asian Paints, Nippon Paints, Berger Paints","Nippon Paints, Asian Paints, Berger Paints",3.0,4.0,,4.0,"Price, Availability, Eco-friendliness, Brand Reputation",Nippon Paints,"Value for money, Good customer service, Trusted brand reputation",Yes,Lower prices
2025-03-25 16:02:24,Yachana Sura,patrick88@example.com,Bengaluru,"Asian Paints, Nippon Paints, Berger Paints",Asian Paints,2.0,4.0,,1.0,"Availability, Eco-friendliness, Color Variety",Asian Paints,Trusted brand reputation,No,Better marketing to explain product differences
2025-04-16 12:55:34,David Mukhopadhyay,udantkohli@example.net,Bengaluru,"Asian Paints, Berger Paints, Nippon Paints, Birla Paints",Birla Paints,3.0,3.0,3.0,2.0,"Color Variety, Eco-friendliness, Price",Birla Paints,"Good customer service, Eco-friendly options",Maybe,
2025-03-02 21:20:05,Lakshmi Menon,kiaan36@example.net,Bengaluru,"Birla Paints, Asian Paints, Nippon Paints",None,2.0,,2.0,2.0,"Availability, Customer Support, Durability",,,,
2025-03-24 05:20:03,Saksham Goswami,dhritigaba@example.net,Bengaluru,"Asian Paints, Birla Paints, Berger Paints, Nippon Paints",Nippon Paints,3.0,4.0,4.0,3.0,"Durability, Availability, Brand Reputation, Price, Eco-friendliness",Nippon Paints,"Eco-friendly options, Long-lasting durability, Wide color selection",Maybe,
2025-03-29 13:38:15,Om Issac,bavasamuel@example.net,Bengaluru,"Berger Paints, Asian Paints, Other: Dulux",Berger Paints,2.0,2.0,,,"Brand Reputation, Price, Eco-friendliness, Availability, Durability",Berger Paints,"Good quality (2 rating), Long-lasting durability",No,
2025-03-12 03:14:36,Abdul Arya,mannegabriel@example.net,Bengaluru,"Berger Paints, Nippon Paints, Asian Paints, Birla Paints",Berger Paints,2.0,4.0,4.0,2.0,"Availability, Brand Reputation, Durability, Color Variety",Berger Paints,"Value for money, Long-lasting durability",Yes,
2025-02-17 03:50:45,Vidhi Seth,kalpitdass@example.org,Bengaluru,"Berger Paints, Birla Paints, Nippon Paints",Berger Paints,,3.0,2.0,3.0,"Durability, Eco-friendliness, Availability, Customer Support",Berger Paints,Long-lasting durability,Maybe,
2025-03-08 10:08:09,Raagini Acharya,ramanathanbhavani@example.org,Bengaluru,"Berger Paints, Nippon Paints, Asian Paints, Birla Paints",Berger Paints,2.0,4.0,2.0,2.0,"Eco-friendliness, Durability, Customer Support",Berger Paints,"Good quality (4 rating), Long-lasting durability",Yes,Better coverage per liter
2025-03-08 19:16:51,Vasatika Baral,kashishsahni@example.net,Bengaluru,"Asian Paints, Berger Paints",Berger Paints,3.0,4.0,,,"Durability, Price, Brand Reputation, Availability",Berger Paints,"Easy availability in Bengaluru, Value for money, Good quality (4 rating)",Yes,
2025-03-14 21:22:42,Wakeeta Nigam,pratyush35@example.com,Bengaluru,"Birla Paints, Asian Paints","Asian Paints, Birla Paints",3.0,,3.0,,"Color Variety, Eco-friendliness, Availability",Asian Paints,"Good quality (3 rating), Easy availability in Bengaluru",Maybe,Better coverage per liter
2025-03-22 17:03:49,Aditya Venkataraman,crana@example.com,Bengaluru,"Birla Paints, Nippon Paints, Berger Paints, Asian Paints","Berger Paints, Birla Paints, Nippon Paints",2.0,3.0,3.0,5.0,"Eco-friendliness, Brand Reputation, Customer Support, Price",Nippon Paints,"Value for money, Good quality (5 rating), Wide color selection",Yes,
2025-04-04 19:00:58,Hamsini Anne,jonathan83@example.net,Bengaluru,"Birla Paints, Nippon Paints, Berger Paints, Other: Kansai Nerolac","Nippon Paints, Birla Paints, Berger Paints",,4.0,3.0,4.0,"Availability, Eco-friendliness, Color Variety, Customer Support",Birla Paints,"Good quality (3 rating), Good customer service",Maybe,Improve color options
2025-04-15 21:16:30,Yochana Panchal,bimala88@example.com,Bengaluru,"Berger Paints, Nippon Paints, Asian Paints",None,2.0,3.0,,3.0,"Availability, Color Variety, Price, Durability, Customer Support",,,,Improve customer support in Bengaluru
2025-02-25 19:01:24,Lakshit Pathak,binade@example.net,Bengaluru,"Berger Paints, Asian Paints, Birla Paints, Other: Indigo Paints",Berger Paints,2.0,4.0,1.0,,"Price, Brand Reputation, Availability, Durability, Color Variety",Berger Paints,"Good customer service, Good quality (4 rating), Eco-friendly options",Yes,
2025-02-23 17:17:37,Theodore Mandal,samaraksha@example.org,Bengaluru,"Asian Paints, Birla Paints, Berger Paints",None,2.0,2.0,3.0,,"Color Variety, Price, Eco-friendliness",,,,
2025-02-27 06:08:28,Jeet Dayal,hbandi@example.org,Bengaluru,"Asian Paints, Nippon Paints","Asian Paints, Nippon Paints",5.0,,,5.0,"Brand Reputation, Price, Color Variety, Availability",Asian Paints,"Eco-friendly options, Good customer service",Yes,
2025-02-25 14:46:22,Reva Garg,rsarin@example.com,Bengaluru,"Asian Paints, Nippon Paints, Berger Paints, Other: Jotun",Asian Paints,4.0,3.0,,1.0,"Brand Reputation, Color Variety, Availability, Eco-friendliness, Price",Asian Paints,"Good quality (4 rating), Eco-friendly options, Easy availability in Bengaluru",Yes,Lower prices
2025-02-12 16:59:45,Vivaan Doctor,balayeesha@example.com,Bengaluru,"Nippon Paints, Birla Paints",Birla Paints,,,3.0,2.0,"Availability, Customer Support, Durability, Color Variety, Brand Reputation",Birla Paints,"Value for money, Wide color selection, Long-lasting durability",Maybe,Faster drying time for humid Bengaluru climate
2025-02-15 01:31:47,Arya More,nihal93@example.net,Bengaluru,"Asian Paints, Birla Paints, Nippon Paints","Birla Paints, Asian Paints",3.0,,3.0,2.0,"Availability, Customer Support, Price, Color Variety",Asian Paints,"Good customer service, Trusted brand reputation, Easy availability in Bengaluru",Maybe,Better availability in Bengaluru suburbs
2025-02-03 03:25:25,Krisha Chopra,aahana71@example.com,Bengaluru,"Nippon Paints, Birla Paints","Birla Paints, Nippon Paints",,,2.0,4.0,"Price, Customer Support, Durability, Availability",Nippon Paints,Trusted brand reputation,Yes,
2025-03-26 11:46:05,Yashawini Ganesan,mahika14@example.org,Bengaluru,"Berger Paints, Nippon Paints, Other: Dulux","Berger Paints, Nippon Paints",,3.0,,4.0,"Customer Support, Durability, Price",Nippon Paints,Long-lasting durability,Yes,
2025-03-31 14:35:09,Jairaj Chad,hsavant@example.org,Bengaluru,"Nippon Paints, Berger Paints, Birla Paints, Asian Paints","Birla Paints, Nippon Paints, Berger Paints",4.0,3.0,1.0,3.0,"Availability, Customer Support, Eco-friendliness, Price",Berger Paints,Eco-friendly options,Maybe,
2025-02-16 13:55:28,Dalbir Pai,mahika76@example.org,Bengaluru,"Nippon Paints, Birla Paints, Berger Paints",Berger Paints,,4.0,4.0,2.0,"Eco-friendliness, Availability, Customer Support",Berger Paints,Eco-friendly options,Yes,
2025-04-18 20:07:24,Nilima Dugal,ybumb@example.com,Bengaluru,"Nippon Paints, Berger Paints, Birla Paints, Other: Indigo Paints",Nippon Paints,,3.0,2.0,3.0,"Durability, Color Variety, Price, Customer Support",Nippon Paints,"Eco-friendly options, Easy availability in Bengaluru",Maybe,Better availability in Bengaluru suburbs (specifically for Berger Paints)
2025-03-27 09:16:14,Abhimanyu Chandra,bhavsarmatthew@example.net,Bengaluru,"Birla Paints, Nippon Paints, Berger Paints, Other: Kansai Nerolac","Nippon Paints, Berger Paints",,5.0,1.0,4.0,"Brand Reputation, Customer Support, Color Variety, Availability",Berger Paints,Value for money,Yes,More eco-friendly products
2025-02-03 22:07:03,Qadim Kale,pushtimutti@example.com,Bengaluru,"Berger Paints, Asian Paints, Birla Paints, Nippon Paints, Other: Dulux","Nippon Paints, Birla Paints",3.0,3.0,4.0,4.0,"Availability, Brand Reputation, Durability, Color Variety",Birla Paints,"Easy availability in Bengaluru, Good customer service",Yes,Better availability in Bengaluru suburbs
2025-02-14 21:23:36,Brinda Pandya,akothari@example.com,Bengaluru,"Asian Paints, Berger Paints, Nippon Paints, Birla Paints","Nippon Paints, Berger Paints, Birla Paints",2.0,4.0,3.0,4.0,"Eco-friendliness, Availability, Price, Color Variety, Customer Support",Berger Paints,"Eco-friendly options, Wide color selection, Value for money",Yes,
2025-03-18 13:17:06,Niharika Chandra,tanejaupma@example.org,Bengaluru,"Asian Paints, Birla Paints, Nippon Paints, Berger Paints, Other: Shalimar Paints",Birla Paints,2.0,3.0,3.0,3.0,"Durability, Brand Reputation, Customer Support, Eco-friendliness",Birla Paints,"Long-lasting durability, Wide color selection",Maybe,
2025-02-03 08:42:55,Lohit Puri,shravyasolanki@example.net,Bengaluru,"Berger Paints, Asian Paints",Berger Paints,2.0,2.0,,,"Durability, Eco-friendliness, Color Variety",Berger Paints,"Good customer service, Eco-friendly options, Long-lasting durability",No,
2025-04-16 13:02:04,Rushil Khosla,eesha70@example.com,Bengaluru,"Berger Paints, Nippon Paints, Asian Paints, Birla Paints","Birla Paints, Asian Paints, Nippon Paints",5.0,2.0,3.0,3.0,"Durability, Color Variety, Price, Brand Reputation, Availability",Birla Paints,"Trusted brand reputation, Long-lasting durability",Maybe,Better coverage per liter (specifically for Nippon Paints)
2025-02-21 05:03:33,Zaitra Nadig,yastikrishnan@example.org,Bengaluru,"Asian Paints, Berger Paints, Birla Paints","Berger Paints, Birla Paints",4.0,2.0,5.0,,"Brand Reputation, Price, Color Variety, Availability, Durability",Birla Paints,"Good quality (5 rating), Value for money",Yes,
2025-03-26 03:14:55,Isha Badal,jainyashoda@example.net,Bengaluru,"Birla Paints, Berger Paints, Nippon Paints","Birla Paints, Berger Paints",,4.0,4.0,2.0,"Eco-friendliness, Brand Reputation, Color Variety, Price",Berger Paints,"Good customer service, Value for money",Yes,
